Name,Address,Description,Longitude,Latitude,TimeStamp,TimeSpan:begin,TimeSpan:end,GettyID,Symbol,Gender
Baruch ben Löb Kohen,Bingen,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bng-136'>bng-136</a>,7.89771,49.962935,1825,,,7012309,Priesterhände,Mann
Koppel ben Löb Kohen,Bingen,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bng-129'>bng-129</a>,7.89771,49.962935,1827,,,7012309,Priesterhände,Mann
Gumprich ben Leiser KaZ,Bingen,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bng-138'>bng-138</a>,7.89771,49.962935,1827,,,7012309,Priesterhände,Mann
David ben Schlomo Proops Hakohen,Bingen,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bng-66'>bng-66</a>,7.89771,49.962935,1837,,,7012309,Priesterhände,Mann
Ascher Zwi ben Jaakow Awram Hakohen,Bingen,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bng-154'>bng-154</a>,7.89771,49.962935,1851,,,7012309,Priesterhände,Mann
Awraham ben Uri Hakohen (Abraham Siegel); Igla bat Meir (Eva Siegel geb. Rheinstrom),Bingen,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bng-841'>bng-841</a>,7.89771,49.962935,1873,,,7012309,Priesterhände,Mann Frau
Aharon ben Josef Hakohen (Alfred Kahn),Bingen,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bng-6'>bng-6</a>,7.89771,49.962935,1874,,,7012309,Priesterhände,Mann
... ben Jizchak (Michael Kahn),Bingen,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bng-800'>bng-800</a>,7.89771,49.962935,1884,,,7012309,Priesterhände,Mann
Josef Kohen (Julius Kahn),Bingen,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bng-717'>bng-717</a>,7.89771,49.962935,1889,,,7012309,Priesterhände,Mann
Schimon ben Awraham Siegel (Eduard Siegel); Perel ∞ Schimon Siegel (Pauline Siegel geb.ne Meyer),Bingen,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bng-577'>bng-577</a>,7.89771,49.962935,1891,,,7012309,Priesterhände,Mann Frau
Jehuda KaZ (Juda Hirsch),Bingen,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bng-713'>bng-713</a>,7.89771,49.962935,1892,,,7012309,Priesterhände,Mann
Eugen Kahn,Bingen,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bng-578'>bng-578</a>,7.89771,49.962935,1892,,,7012309,Priesterhände,Mann
Josef [Kohen] (Josef Kohn); Sara bat Schmuel ∞ Josef Hakohen (Rosalie Kohn geb. Bär),Bingen,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bng-712'>bng-712</a>,7.89771,49.962935,1893,,,7012309,Priesterhände,
Awraham ben Mosche Hakohen (Joseph Sommer); Henriette Sommer,Bingen,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bng-604'>bng-604</a>,7.89771,49.962935,1907,,,7012309,Priesterhände,Mann
[Jaakow] (Jacob Kahn III),Bingen,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bng-628'>bng-628</a>,7.89771,49.962935,1915,,,7012309,Priesterhände,unknown
Ascher ben Jaakow Hakohen (Emil Kahn),Bingen,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bng-747'>bng-747</a>,7.89771,49.962935,1932,,,7012309,Priesterhände,Mann
Lilli Hohmann; Fritz Hohmann,Bingen,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bng-901'>bng-901</a>,7.89771,49.962935,1942,,,7012309,Priesterhände,Mann
Jizchak ben Aharon KaZ,Blieskastel,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=sb3-61'>sb3-61</a>,7.254151,49.240733,1811,,,1038561,Priesterhände,Mann
Seligman ben Jaakow Hakohen,Blieskastel,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=sb3-130'>sb3-130</a>,7.254151,49.240733,1855,,,1038561,Priesterhände,Mann
Jizchak ben Awraham Hakohen (Isaak Wolf),Blieskastel,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=sb3-237'>sb3-237</a>,7.254151,49.240733,1904,,,1038561,Priesterhände,Mann
Elieser Sohn von Benjamin Hakohen,Bonn-Schwarzrheindorf,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bns-5343'>bns-5343</a>,7.105364,50.75727,1673,,,4010239,Priesterhände,
Jizchak Sohn von Issachar KaZ und Rochle Tochter von Sekle SeGaL,Bonn-Schwarzrheindorf,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bns-4135'>bns-4135</a>,7.105364,50.75727,1705,,,4010239,Priesterhände,
Sara Zerle bat Mosche Hakohen ∞ Libermann Hakohen,Bonn-Schwarzrheindorf,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bns-4106'>bns-4106</a>,7.105364,50.75727,1751,,,4010239,Priesterhände,Frau
Hirsch Jonas,Bonn-Schwarzrheindorf,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bns-4109'>bns-4109</a>,7.105364,50.75727,1760,,,4010239,Priesterhände,
Mordechai ben Jizchak Hakohen (Markus Cahn),Bonn-Schwarzrheindorf,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bns-1052'>bns-1052</a>,7.105364,50.75727,1769,,,4010239,Priesterhände,Mann
Jehuda ben Aharon Hakohen (Löb Aaron Worms),Bonn-Schwarzrheindorf,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bns-5350'>bns-5350</a>,7.105364,50.75727,1781,,,4010239,Priesterhände,Mann
Jacob Koppel Sohn des Elieser Hakohen,Bonn-Schwarzrheindorf,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bns-5341'>bns-5341</a>,7.105364,50.75727,1783,,,4010239,Priesterhände,
R Isaak Kahana Rapaport,Bonn-Schwarzrheindorf,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bns-4022'>bns-4022</a>,7.105364,50.75727,1788,,,4010239,Priesterhände,
Noe Cahn,Bonn-Schwarzrheindorf,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bns-4035'>bns-4035</a>,7.105364,50.75727,1790,,,4010239,Priesterhände,
Löb Chan,Bonn-Schwarzrheindorf,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bns-4037'>bns-4037</a>,7.105364,50.75727,1799,,,4010239,Priesterhände,
Jonas Cahn,Bonn-Schwarzrheindorf,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bns-4110'>bns-4110</a>,7.105364,50.75727,1819,,,4010239,Priesterhände,
Moses Wallerstein,Bonn-Schwarzrheindorf,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bns-4100'>bns-4100</a>,7.105364,50.75727,1837,,,4010239,Priesterhände,
Feis ben Meschullam Hakohen [(Feist Sussmann)Feist Sussmann,Bonn-Schwarzrheindorf,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bns-5373'>bns-5373</a>,7.105364,50.75727,1842,,,4010239,Priesterhände,
Balthasar Baruch Cahn,Bonn-Schwarzrheindorf,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bns-3124'>bns-3124</a>,7.105364,50.75727,1848,,,4010239,Priesterhände,
Baruch Kohen aus Berlin (Joseph Baruch Cohn),Bonn-Schwarzrheindorf,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bns-1013'>bns-1013</a>,7.105364,50.75727,1848,,,4010239,Priesterhände,Mann
Lambert Cahn,Bonn-Schwarzrheindorf,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bns-4063'>bns-4063</a>,7.105364,50.75727,1851,,,4010239,Priesterhände,
Samson Cahn,Bonn-Schwarzrheindorf,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bns-4038'>bns-4038</a>,7.105364,50.75727,1856,,,4010239,Priesterhände,
Heinrich Cahn,Bonn-Schwarzrheindorf,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bns-4032'>bns-4032</a>,7.105364,50.75727,1858,,,4010239,Priesterhände,
Josef ben Mosche Wallerstein (Joseph Wallerstein),Bonn-Schwarzrheindorf,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bns-5351'>bns-5351</a>,7.105364,50.75727,1869,,,4010239,Priesterhände,Mann
Jizchak S. Jizchak Hakohen / Isaac Bock,Bornheim,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bor-100'>bor-100</a>,6.987414,50.75759,1788,,,1038605,Priesterhände,
Mosche Elieser gen. Mosche Leiser Hakohen / Moses Bock,Bornheim,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bor-106'>bor-106</a>,6.987414,50.75759,1838,,,1038605,Priesterhände,
Schimon S. Mosche Elieser Hakohen / Simon Bock,Bornheim,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bor-102'>bor-102</a>,6.987414,50.75759,1852,,,1038605,Priesterhände,
Reuwen S. Binjamin Hakohen / Seligmann Cahn,Bornheim,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bor-82'>bor-82</a>,6.987414,50.75759,1877,,,1038605,Priesterhände,
Jizchak S. Binjamin Hakohen / Isak Cahn,Bornheim,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bor-68'>bor-68</a>,6.987414,50.75759,1882,,,1038605,Priesterhände,
Ascher S. Jechiel Hakohen / Andreas Katz,Bornheim,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bor-67'>bor-67</a>,6.987414,50.75759,1883,,,1038605,Priesterhände,
Binjamin S. Reuwen Hakohen / Wolf Cahn,Bornheim,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bor-65'>bor-65</a>,6.987414,50.75759,1885,,,1038605,Priesterhände,
Josef S. Jizchak Hakohen / Joseph Cahn,Bornheim,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bor-38'>bor-38</a>,6.987414,50.75759,1897,,,1038605,Priesterhände,
Awraham Jehuda S. Jizchak Hakohen / Abraham Löb Berliner,Bornheim,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bor-32'>bor-32</a>,6.987414,50.75759,1904,,,1038605,Priesterhände,
Jacob Cahn,Bornheim,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bor-42'>bor-42</a>,6.987414,50.75759,1920,,,1038605,Priesterhände,
Moses Cahn,Bornheim,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=bor-21'>bor-21</a>,6.987414,50.75759,1921,,,1038605,Priesterhände,
Ascher S. Baruch Hakohen / Andreas Marx,Bornheim-Hersel,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hrs-30'>hrs-30</a>,6.916017,50.721959,1858,,,1038605,Priesterhände,
Jechiel S. Baruch Hakohen / Emanuel Marx,Bornheim-Hersel,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hrs-29'>hrs-29</a>,6.916017,50.721959,1858,,,1038605,Priesterhände,
Josef Jaakow S. Baruch Hakohen / Karl Marx,Bornheim-Hersel,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hrs-26'>hrs-26</a>,6.916017,50.721959,1858,,,1038605,Priesterhände,
Jechiel KaZ / Michel Katz,Bornheim-Walberberg,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=wal-7'>wal-7</a>,6.90509,50.792193,1856,,,4011994,Priesterhände,
Jehuda ben Jizchak Hakohen,Boxmeer/Vierlingsbeek,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=e51-22'>e51-22</a>,6.001222,51.596031,1844,,,1047672,Priesterhände,Mann
Arje ben Jehuda Hakohen,Boxmeer/Vierlingsbeek,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=e51-26'>e51-26</a>,6.001222,51.596031,1860,,,1047672,Priesterhände,Mann
Mosche Jizchak ben Jehuda Hakohen,Boxmeer/Vierlingsbeek,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=e51-20'>e51-20</a>,6.001222,51.596031,1861,,,1047672,Priesterhände,Mann
Jeschaja ben Schlomo Hakohen (J. Karp),Brühl,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=brh-75'>brh-75</a>,6.907039,50.83361,1904,,,7012417,Priesterhände,Mann
Natan ben Jaakow Seligsohn (Nathan Seligsohn),Chemnitz,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=che-506'>che-506</a>,12.889473,50.828331,1890,,,7005951,Priesterhände,Mann
Josef ben Josef Sohn des toragelehrten Herrn Jehuda Hakohen (Joseph Kirsch),Chemnitz,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=che-527'>che-527</a>,12.889473,50.828331,1895,,,7005951,Priesterhände,Mann
Jizchak ben Aharon Hakohen (Isaak Aron Rappaport),Chemnitz,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=che-624'>che-624</a>,12.889473,50.828331,1909,,,7005951,Priesterhände,Mann
Jaakow ben Dow Hakohen (Jakob Bärmann),Chemnitz,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=che-625'>che-625</a>,12.889473,50.828331,1909,,,7005951,Priesterhände,Mann
Schimon ben Aharon Hakohen Brandler (Simon Brandler),Chemnitz,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=che-376'>che-376</a>,12.889473,50.828331,1919,,,7005951,Priesterhände,Mann
Alter Abba ben Schlomo Hakohen,Chemnitz,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=che-313'>che-313</a>,12.889473,50.828331,1923,,,7005951,Priesterhände,Mann
Wilhelm Leder; Rosa Leder,Chemnitz,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=che-736'>che-736</a>,12.889473,50.828331,1924,,,7005951,Priesterhände,Mann Frau
Hedwig Kohnke geb. Meseritz; Paul Kohnke,Chemnitz,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=che-228'>che-228</a>,12.889473,50.828331,1928,,,7005951,Priesterhände,Mann Frau
Jehuda ben Schmarja Hakohen (Leopold Goldner),Chemnitz,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=che-17'>che-17</a>,12.889473,50.828331,1935,,,7005951,Priesterhände,Mann
Hermann Schendel,Chemnitz,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=che-160'>che-160</a>,12.889473,50.828331,1936,,,7005951,Priesterhände,Mann
Zwi Diamant (Hersz Diamant); Lea Diamant (Lore Diamant geb. Silberstein); und 20 Familienangehörigen,Chemnitz,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=che-69'>che-69</a>,12.889473,50.828331,1944,,,7005951,Priesterhände,Mann Frau
Aharon ben Mordechai Hakohen (Adolph Marx Cahen),Dillingen-Diefflen,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=dds-204'>dds-204</a>,6.753313,49.369234,1870,,,1038818,Priesterhände,Mann
Mosche ben Naftali Hakohen (Moses Kahn),Dillingen-Diefflen,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=dds-70'>dds-70</a>,6.753313,49.369234,1875,,,1038818,Priesterhände,Mann
Mosche ben Awraham Hakohen ([R.] Moses Cahen),Dillingen-Diefflen,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=dds-18'>dds-18</a>,6.753313,49.369234,1883,,,1038818,Priesterhände,Mann
Menl ben Naftali Hakohen (Emanuel Kahn),Dillingen-Diefflen,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=dds-478'>dds-478</a>,6.753313,49.369234,1889,,,1038818,Priesterhände,Mann
... ben Mosche Hakohen (Jakob Kahn),Dillingen-Diefflen,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=dds-449'>dds-449</a>,6.753313,49.369234,1893,,,1038818,Priesterhände,Mann
Akiwa ben Mosche Hakohen (Joseph Kahn),Dillingen-Diefflen,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=dds-427'>dds-427</a>,6.753313,49.369234,1897,,,1038818,Priesterhände,Mann
Schlomo ben Menachem (Salomon Michel),Dillingen-Diefflen,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=dds-334'>dds-334</a>,6.753313,49.369234,1907,,,1038818,Priesterhände,Mann
Kibe ben Naftali Hakohen (Jakob Kahn),Dillingen-Diefflen,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=dds-328'>dds-328</a>,6.753313,49.369234,1908,,,1038818,Priesterhände,Mann
Chajim ben Schmuel Hakohen (Hermann Cahn); Julius Marx; Paula geb. Kahn,Dillingen-Diefflen,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=dds-289'>dds-289</a>,6.753313,49.369234,1917,,,1038818,Priesterhände,Mann
Naftali ben Zwi Hakohen (Willi Mengen),Dillingen-Diefflen,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=dds-174'>dds-174</a>,6.753313,49.369234,1921,,,1038818,Priesterhände,Mann
Albert Katz,Dormagen,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=e03-11'>e03-11</a>,6.834092,51.100669,1926,,,1038848,Priesterhände,Mann
Robert Katz,Dormagen,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=e03-14'>e03-14</a>,6.834092,51.100669,1933,,,1038848,Priesterhände,Mann
Naftali ben ... Hakohen (Wilhelm Gottlieb),Erfurt,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=erf-116'>erf-116</a>,11.038496,50.957207,1879,,,7024031,Priesterhände,Mann
Mosche ben Feiwel Nussbaum (Moses Nussbaum),Erfurt,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=erf-122'>erf-122</a>,11.038496,50.957207,1881,,,7024031,Priesterhände,Mann
Mosche ben Löb Jolles Hakohen (Moritz Jolles),Erfurt,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=erf-142'>erf-142</a>,11.038496,50.957207,1901,,,7024031,Priesterhände,Mann
Mosche ben Menachem Hakohen (Moritz Max Rosenheimer),Erfurt,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=erf-275'>erf-275</a>,11.038496,50.957207,1904,,,7024031,Priesterhände,Mann
Elijahu ben Jizchak Hakohen (Eduard Cohn),Erfurt,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=erf-286'>erf-286</a>,11.038496,50.957207,1906,,,7024031,Priesterhände,Mann
Pinchas ben Binjamin Nachgeher (Pinkas Nachgeher),Erfurt,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=erf-474'>erf-474</a>,11.038496,50.957207,1923,,,7024031,Priesterhände,Mann
Jehuda ben Zwi Hakohen (Julius Salberg),Erfurt,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=erf-475'>erf-475</a>,11.038496,50.957207,1923,,,7024031,Priesterhände,Mann
Schlomo ben Meir Hakohen (Salman Kohen),Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffb-2235'>ffb-2235</a>,8.689675,50.1119,1546,,,7005293,Priesterhände,Mann
Mosche Uri ben Kalonymos Hakohen,Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffb-2059'>ffb-2059</a>,8.689675,50.1119,1571,,,7005293,Priesterhände,Mann
[R.] Kalman [Hakohen],Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffb-2225'>ffb-2225</a>,8.689675,50.1119,1583,,,7005293,Priesterhände,unknown
Mosche Natan ben Kalonymos Hakohen (Natan Kohen),Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffb-2227'>ffb-2227</a>,8.689675,50.1119,1585,,,7005293,Priesterhände,Mann
Anschel Ascher ben Schimon Hakohen,Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffb-2239'>ffb-2239</a>,8.689675,50.1119,1586,,,7005293,Priesterhände,Mann
Jaakow ben Efraim,Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffb-3065'>ffb-3065</a>,8.689675,50.1119,1587,,,7005293,Priesterhände,Mann
Mosche Uri ben Natan Mosche Hakohen (Feibesch Kohen),Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffb-2161'>ffb-2161</a>,8.689675,50.1119,1591,,,7005293,Priesterhände,Mann
Naftali ben Eljakim Hakohen (Hirz Spiegel),Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffb-3496'>ffb-3496</a>,8.689675,50.1119,1596,,,7005293,Priesterhände,Mann
Naftali ben Mosche Natan Hakohen (Hirz Cohen),Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffb-188'>ffb-188</a>,8.689675,50.1119,1620,,,7005293,Priesterhände,Mann
Elieser ben Schimon Hakohen (Lipman zum Storch),Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffb-972'>ffb-972</a>,8.689675,50.1119,1633,,,7005293,Priesterhände,Mann
Schlomo ben Mosche Natan Hakohen (Salman KaZ),Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffb-1285'>ffb-1285</a>,8.689675,50.1119,1637,,,7005293,Priesterhände,Mann
Ascher ben Elesar HaKohen,Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffb-938'>ffb-938</a>,8.689675,50.1119,1654,,,7005293,Priesterhände,Mann
Schimon ben Elieser KaZ (Wolf Storch KaZ),Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffb-954'>ffb-954</a>,8.689675,50.1119,1681,,,7005293,Priesterhände,Mann
Jaakow ben Naftali  KaZ (Jokkel Kohen),Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffb-1429'>ffb-1429</a>,8.689675,50.1119,1718,,,7005293,Priesterhände,Mann
Meir ben Juspa Spiegel KaZ (Meir Spiegel KaZ),Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffb-5002'>ffb-5002</a>,8.689675,50.1119,1736,,,7005293,Priesterhände,Mann
